complaint_id,date,raw_text,_true_ward,_true_issue,extracted_ward,extracted_issue,extracted_urgency,extracted_duration
CMP00081,2026-08-24,"Illegal dumping of construction waste near Ring Road Junction in Ward 3, causing blockage.",Ward 3,garbage,Ward 3,garbage,low,not specified
CMP00108,2026-08-24,"Multiple streetlights down on the stretch near Ring Road Junction in Ward 14, women feel unsafe.",Ward 14,streetlight,Ward 14,streetlight,high,not specified
CMP00228,2026-08-24,"Sewage line broken near Riverside Lane, Ward 7, dirty water flowing on road for several months.",Ward 7,sewage,Ward 7,sewage,medium,several months
CMP00279,2026-08-24,"Road near Community Hall in Ward 2 badly damaged after rains, potholes everywhere.",Ward 2,pothole,Ward 2,pothole,low,not specified
CMP00281,2026-08-24,"Manhole overflow near Petrol Pump Circle in Ward 10, extremely unhygienic condition.",Ward 10,sewage,Ward 10,sewage,high,not specified
CMP00481,2026-08-24,"Overflowing garbage bin at Petrol Pump Circle, Ward 8, please send collection truck.",Ward 8,garbage,Ward 8,garbage,low,not specified
CMP00570,2026-08-24,"Same pothole near Gandhi Chowk (Ward 8) reported several months ago, still not repaired.",Ward 8,pothole,Ward 8,pothole,medium,several months
CMP00054,2026-08-25,"Illegal dumping of construction waste near Govt School in Ward 10, causing blockage.",Ward 10,garbage,Ward 10,garbage,low,not specified
CMP00071,2026-08-25,"Every monsoon the road near Industrial Area Gate in Ward 12 gets waterlogged, no permanent solution done yet.",Ward 12,waterlogging,Ward 12,waterlogging,low,not specified
CMP00080,2026-08-25,Complaint raised earlier too - streetlight at Petrol Pump Circle (Ward 7) still not fixed.,Ward 7,streetlight,Ward 7,streetlight,medium,not specified
CMP00082,2026-08-25,"Road near Main Bazaar in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole,Ward 12,pothole,low,not specified
CMP00094,2026-08-25,"Drain overflow causing water to enter houses near Industrial Area Gate, Ward 13. Please help urgently.",Ward 13,waterlogging,Ward 13,waterlogging,high,not specified
CMP00106,2026-08-25,"Streetlight near Govt School, Ward 4 not working for 10 days, safety issue at night.",Ward 4,streetlight,Ward 4,streetlight,low,10 day
CMP00161,2026-08-25,"Multiple streetlights down on the stretch near Shiv Mandir Road in Ward 14, women feel unsafe.",Ward 14,streetlight,Ward 14,streetlight,high,not specified
CMP00414,2026-08-25,"Road near Industrial Area Gate in Ward 7 badly damaged after rains, potholes everywhere.",Ward 7,pothole,Ward 7,pothole,low,not specified
CMP00521,2026-08-25,Municipal garbage van has skipped our street near Railway Station Road (Ward 3) for 10 days.,Ward 3,garbage,Ward 3,garbage,low,10 day
CMP00209,2026-08-26,"Multiple streetlights down on the stretch near Shiv Mandir Road in Ward 1, women feel unsafe.",Ward 1,streetlight,Ward 1,streetlight,high,not specified
CMP00252,2026-08-26,"Stagnant water near Railway Station Road for 10 days, mosquito breeding ground, Ward 11 residents worried.",Ward 11,waterlogging,Ward 11,waterlogging,medium,10 day
CMP00277,2026-08-26,Municipal garbage van has skipped our street near Industrial Area Gate (Ward 7) for 10 days.,Ward 7,garbage,Ward 7,garbage,low,10 day
CMP00327,2026-08-26,"Road near Main Bazaar in Ward 2 badly damaged after rains, potholes everywhere.",Ward 2,pothole,Ward 2,pothole,low,not specified
CMP00432,2026-08-26,Heavy waterlogging near Housing Colony Gate in Ward 3 since over a month. Road is completely flooded.,Ward 3,waterlogging,Ward 3,waterlogging,medium,not specified
CMP00435,2026-08-26,"Manhole overflow near Ring Road Junction in Ward 4, extremely unhygienic condition.",Ward 4,sewage,Ward 4,sewage,high,not specified
CMP00444,2026-08-26,"No water supply near Community Hall, Ward 7 for 3 weeks, please check pipeline.",Ward 7,water_supply,Ward 7,water_supply,low,3 week
CMP00589,2026-08-26,"Garbage not collected for over a month near Ambedkar Park, Ward 7. Foul smell spreading.",Ward 7,garbage,Ward 7,garbage,medium,not specified
CMP00594,2026-08-26,"Every monsoon the road near Railway Station Road in Ward 5 gets waterlogged, no permanent solution done yet.",Ward 5,waterlogging,Ward 5,waterlogging,low,not specified
CMP00022,2026-08-27,Complaint raised earlier too - streetlight at New Market Complex (Ward 15) still not fixed.,Ward 15,streetlight,Ward 15,streetlight,medium,not specified
CMP00236,2026-08-27,"Illegal dumping of construction waste near Shiv Mandir Road in Ward 5, causing blockage.",Ward 5,garbage,Ward 5,garbage,low,not specified
CMP00283,2026-08-27,"Overflowing garbage bin at Petrol Pump Circle, Ward 9, please send collection truck.",Ward 9,garbage,Ward 9,garbage,low,not specified
CMP00314,2026-08-27,"No water supply near New Market Complex, Ward 7 for several months, please check pipeline.",Ward 7,water_supply,Ward 7,water_supply,medium,several months
CMP00343,2026-08-27,"Garbage not collected for 3 weeks near Housing Colony Gate, Ward 3. Foul smell spreading.",Ward 3,garbage,Ward 3,garbage,low,3 week
CMP00472,2026-08-27,"Streetlight near Ambedkar Park, Ward 12 not working for 2 days, safety issue at night.",Ward 12,streetlight,Ward 12,streetlight,low,2 day
CMP00100,2026-08-28,"Drain overflow causing water to enter houses near Sector 4 Market, Ward 12. Please help urgently.",Ward 12,waterlogging,Ward 12,waterlogging,high,not specified
CMP00187,2026-08-28,Heavy waterlogging near Housing Colony Gate in Ward 7 since a week. Road is completely flooded.,Ward 7,waterlogging,Ward 7,waterlogging,low,a week
CMP00244,2026-08-28,"Sewage line broken near Ring Road Junction, Ward 12, dirty water flowing on road for 5 days.",Ward 12,sewage,Ward 12,sewage,low,5 day
CMP00380,2026-08-28,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 3, women feel unsafe.",Ward 3,streetlight,Ward 3,streetlight,high,not specified
CMP00384,2026-08-28,"Same pothole near Petrol Pump Circle (Ward 7) reported 5 days ago, still not repaired.",Ward 7,pothole,Ward 7,pothole,medium,5 day
CMP00411,2026-08-28,Complaint raised earlier too - streetlight at Industrial Area Gate (Ward 7) still not fixed.,Ward 7,streetlight,Ward 7,streetlight,medium,not specified
CMP00471,2026-08-28,"Sewage line broken near Sector 4 Market, Ward 14, dirty water flowing on road for a week.",Ward 14,sewage,Ward 14,sewage,low,a week
CMP00072,2026-08-29,"Contaminated water coming from tap near Old Bus Stand in Ward 12, smells bad.",Ward 12,water_supply,Ward 12,water_supply,low,not specified
CMP00119,2026-08-29,"Same pothole near Sector 4 Market (Ward 2) reported 2 days ago, still not repaired.",Ward 2,pothole,Ward 2,pothole,medium,2 day
CMP00139,2026-08-29,Heavy waterlogging near Main Bazaar in Ward 3 since 10 days. Road is completely flooded.,Ward 3,waterlogging,Ward 3,waterlogging,low,10 day
CMP00150,2026-08-29,"Every monsoon the road near Riverside Lane in Ward 7 gets waterlogged, no permanent solution done yet.",Ward 7,waterlogging,Ward 7,waterlogging,low,not specified
CMP00155,2026-08-29,"Multiple streetlights down on the stretch near Riverside Lane in Ward 13, women feel unsafe.",Ward 13,streetlight,Ward 13,streetlight,high,not specified
CMP00463,2026-08-29,"Sewage line broken near Main Bazaar, Ward 5, dirty water flowing on road for several months.",Ward 5,sewage,Ward 5,sewage,medium,several months
CMP00009,2026-08-30,"Illegal dumping of construction waste near Ring Road Junction in Ward 2, causing blockage.",Ward 2,garbage,Ward 2,garbage,low,not specified
CMP00079,2026-08-30,"Sewage line broken near Community Hall, Ward 3, dirty water flowing on road for 2 days.",Ward 3,sewage,Ward 3,sewage,low,2 day
CMP00178,2026-08-30,"Illegal dumping of construction waste near Riverside Lane in Ward 12, causing blockage.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00256,2026-08-30,"Overflowing garbage bin at Govt School, Ward 7, please send collection truck.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00275,2026-08-30,"Drain overflow causing water to enter houses near Gandhi Chowk, Ward 14. Please help urgently.",Ward 14,waterlogging,Ward 14,waterlogging,high,not specified
CMP00336,2026-08-30,"Every monsoon the road near Petrol Pump Circle in Ward 7 gets waterlogged, no permanent solution done yet.",Ward 7,waterlogging,Ward 7,waterlogging,low,not specified
CMP00386,2026-08-30,"Manhole overflow near Industrial Area Gate in Ward 4, extremely unhygienic condition.",Ward 4,sewage,Ward 4,sewage,high,not specified
CMP00448,2026-08-30,"No water supply near Riverside Lane, Ward 11 for over a month, please check pipeline.",Ward 11,water_supply,Ward 11,water_supply,medium,not specified
CMP00514,2026-08-30,"Streetlight near Community Hall, Ward 11 not working for 2 days, safety issue at night.",Ward 11,streetlight,Ward 11,streetlight,low,2 day
CMP00519,2026-08-30,"Multiple streetlights down on the stretch near Govt School in Ward 12, women feel unsafe.",Ward 12,streetlight,Ward 12,streetlight,high,not specified
CMP00531,2026-08-30,Complaint raised earlier too - streetlight at Housing Colony Gate (Ward 7) still not fixed.,Ward 7,streetlight,Ward 7,streetlight,medium,not specified
CMP00539,2026-08-30,"Same pothole near Shiv Mandir Road (Ward 4) reported several months ago, still not repaired.",Ward 4,pothole,Ward 4,pothole,medium,several months
CMP00583,2026-08-30,"Large pothole near Railway Station Road, Ward 10 causing accidents, two-wheelers keep skidding.",Ward 10,pothole,Ward 10,pothole,high,not specified
CMP00061,2026-08-31,"Every monsoon the road near Ring Road Junction in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging,Ward 11,waterlogging,low,not specified
CMP00131,2026-08-31,"Irregular water supply timing in Ward 7 near Housing Colony Gate, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00184,2026-08-31,"Contaminated water coming from tap near Shiv Mandir Road in Ward 12, smells bad.",Ward 12,water_supply,Ward 12,water_supply,low,not specified
CMP00307,2026-08-31,"Sir humara area Ward 8 Ring Road Junction ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 8,waterlogging,Ward 8,waterlogging,low,not specified
CMP00335,2026-08-31,Heavy waterlogging near Housing Colony Gate in Ward 3 since a week. Road is completely flooded.,Ward 3,waterlogging,Ward 3,waterlogging,low,a week
CMP00337,2026-08-31,"Multiple streetlights down on the stretch near New Market Complex in Ward 2, women feel unsafe.",Ward 2,streetlight,Ward 2,streetlight,high,not specified
CMP00341,2026-08-31,"Sewage line broken near Community Hall, Ward 3, dirty water flowing on road for 3 weeks.",Ward 3,sewage,Ward 3,sewage,low,3 week
CMP00474,2026-08-31,"Drain overflow causing water to enter houses near Industrial Area Gate, Ward 1. Please help urgently.",Ward 1,waterlogging,Ward 1,waterlogging,high,not specified
CMP00482,2026-08-31,"Contaminated water coming from tap near Industrial Area Gate in Ward 7, smells bad.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00024,2026-09-01,"Overflowing garbage bin at Housing Colony Gate, Ward 6, please send collection truck.",Ward 6,garbage,Ward 6,garbage,low,not specified
CMP00200,2026-09-01,"Every monsoon the road near Petrol Pump Circle in Ward 4 gets waterlogged, no permanent solution done yet.",Ward 4,waterlogging,Ward 4,waterlogging,low,not specified
CMP00207,2026-09-01,"Drain overflow causing water to enter houses near New Market Complex, Ward 13. Please help urgently.",Ward 13,waterlogging,Ward 13,waterlogging,high,not specified
CMP00289,2026-09-01,"Sir humara area Ward 3 Industrial Area Gate ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging,Ward 3,waterlogging,low,not specified
CMP00462,2026-09-01,"Streetlight near Gandhi Chowk, Ward 1 not working for over a month, safety issue at night.",Ward 1,streetlight,Ward 1,streetlight,medium,not specified
